wtM_koH_1,wtM_koH_2,wtH_koM_1,wtH_koM_2,Log2_FC,STDEV,Location,t_test,T-test Difference ,T-test Significant ,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Score,Intensity L,Intensity M,Intensity H,Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers
3.170978546,NaN,0.212756112,-0.540442407,0.947764084,1.961845792,"Peripheral membrane protein {ECO:0000250}. Mitochondrion outer membrane {ECO:0000269|PubMed:15452144};Peripheral membrane protein {ECO:0000269|PubMed:15452144}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:17891140}. Midbody {ECO:0000269|PubMed:20643123}. Note=Association with the Golgi apparatus depends on the cell type (By similarity). Following starvation colocalizes with ATG5 and LC3 autophagy-related protein(s)on autophagosomal membranes (PubMed:17891140). {ECO:0000250, ECO:0000269|PubMed:17891140}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11161816}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15452144}. Golgi apparatus membrane {ECO:0000269|PubMed:21068542}",0.490784117,0.947764084,,2,5.2,5.2,5.2,40.796,13.36,21500000,10687000,3137800,Q9Y371;Q9NR46,Q9Y371;Q9NR46,Endophilin-B1;Endophilin-B2,SH3GLB1;SH3GLB2,sp|Q9Y371|SHLB1_HUMAN Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1;sp|Q9NR46|SHLB2_HUMAN Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1
1.013596296,1.269164324,0.635243595,0.81155324,0.932389364,0.272585715,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.00639235,0.932389364,+,5,7.4,7.4,7.4,108.17,57.085,11056000,36114000,55238000,Q76M96,Q76M96,Coiled-coil domain-containing protein 80,CCDC80,sp|Q76M96|CCD80_HUMAN Coiled-coil domain-containing protein 80 OS=Homo sapiens OX=9606 GN=CCDC80 PE=1 SV=1
0.600533545,NaN,0.692962766,1.455070734,0.916189015,0.468967931,"Lipid-anchor {ECO:0000305}. Note=Localizes to cis and medial Golgi cisternae. Probably cycles between early Golgi and distal compartments like endosome.;Single-pass type II membrane protein. Endosome membrane;Single-pass type II membrane protein. Membrane {ECO:0000305};SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane",0.077340252,0.916189015,,8,13.8,13.8,13.8,81.879,83.655,32236000,71128000,91638000,O00461,O00461,Golgi integral membrane protein 4,GOLIM4,sp|O00461|GOLI4_HUMAN Golgi integral membrane protein 4 OS=Homo sapiens OX=9606 GN=GOLIM4 PE=1 SV=1
0.153045416,NaN,1.611691713,NaN,0.882368565,1.031418688,"SUBCELLULAR LOCATION: [Asprosin]: Secreted {ECO:0000269|PubMed:27087445}. Note=Secreted into the plasma. {ECO:0000269|PubMed:27087445}.;SUBCELLULAR LOCATION: [Fibrillin-1]: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:11461921, ECO:0000269|PubMed:24982166}.;SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:24982166}. Note=Fibrillin-1 and Asprosin chains are still linked together during the secretion from cells, but are subsequently separated by furin (PubMed:24982166). {ECO:0000269|PubMed:24982166}.",0.439727644,0.882368565,,7,4,3,3,312.24,84.413,18143000,18825000,40406000,P35555,P35555,Fibrillin-1,FBN1,sp|P35555|FBN1_HUMAN Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=3
1.279038668,NaN,-0.504120708,1.85235846,0.875758807,1.228911918,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.342439247,0.875758807,,2,3.6,3.6,3.6,49.492,20.822,519770000,11263000,11331000,Q99983,Q99983,Osteomodulin,OMD,sp|Q99983|OMD_HUMAN Osteomodulin OS=Homo sapiens OX=9606 GN=OMD PE=1 SV=1
0.964629531,NaN,NaN,0.739156783,0.851893157,0.159433309,"SUBCELLULAR LOCATION: [Neurosecretory protein VGF]: Secreted {ECO:0000269|PubMed:19194657}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:19194657}. Note=Stored in secretory vesicles and then secreted, NERP peptides colocalize with vasopressin in the storage granules of hypothalamus.",0.08376119,0.851893157,,3,6.7,6.7,6.7,67.257,20.146,7712900,7334800,9264200,O15240,O15240,Neurosecretory protein VGF;Neuroendocrine regulatory peptide-1;Neuroendocrine regulatory peptide-2;Antimicrobial peptide VGF[554-577],VGF,sp|O15240|VGF_HUMAN Neurosecretory protein VGF OS=Homo sapiens OX=9606 GN=VGF PE=1 SV=2
0.519259274,1.610477209,0.609282255,0.634314418,0.843333289,0.513810126,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000269|PubMed:2306517, ECO:0000269|PubMed:3400777, ECO:0000269|PubMed:7495300, ECO:0000269|PubMed:9457905}. Note=In or around the basement membrane.",0.046332819,0.843333289,+,10,40.6,40.6,40.6,34.632,114.76,1277200000,144560000,173910000,P09486,P09486,SPARC,SPARC,sp|P09486|SPRC_HUMAN SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1
0.990796208,0.09107957,1.416245222,0.773658812,0.817944953,0.553213435,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:16157329, ECO:0000269|PubMed:9660815}.",0.059684401,0.817944953,,16,13.5,13.5,13.5,173.43,172.99,288720000,157680000,193470000,Q8N2S1,Q8N2S1,Latent-transforming growth factor beta-binding protein 4,LTBP4,sp|Q8N2S1|LTBP4_HUMAN Latent-transforming growth factor beta-binding protein 4 OS=Homo sapiens OX=9606 GN=LTBP4 PE=1 SV=2
0.848193109,NaN,1.008988857,0.549324155,0.802168707,0.233262929,Single-pass type II membrane protein {ECO:0000305}.;SUBCELLULAR LOCATION: Membrane {ECO:0000305},0.027047995,0.802168707,+,2,5.8,5.8,5.8,48.226,13.249,3556300,14913000,15043000,O60243,O60243,Heparan-sulfate 6-O-sulfotransferase 1,HS6ST1,sp|O60243|H6ST1_HUMAN Heparan-sulfate 6-O-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=HS6ST1 PE=1 SV=5
0.947333813,NaN,0.7038095,0.749062181,0.800068498,0.129527048,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component.",0.008623806,0.800068498,+,39,14.8,14.8,14.8,337.08,323.31,247370000,792590000,1051600000,P25391;P24043,P25391,Laminin subunit alpha-1,LAMA1,sp|P25391|LAMA1_HUMAN Laminin subunit alpha-1 OS=Homo sapiens OX=9606 GN=LAMA1 PE=1 SV=2
0.787567616,1.290180087,0.634779155,0.451962769,0.791122407,0.359881312,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.;SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10102268}. Note=The C-terminal cleavage protein is more diffusible than the larger N-terminal protein that is more tightly cell associated.,0.021808611,0.791122407,+,45,38.2,38.2,37.5,169.87,323.31,660360000,4569600000,4543800000,O94813;O75094,O94813,Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product,SLIT2,sp|O94813|SLIT2_HUMAN Slit homolog 2 protein OS=Homo sapiens OX=9606 GN=SLIT2 PE=1 SV=1
0.527429044,0.871073246,0.882916868,0.750692248,0.758027852,0.164930438,"Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum {ECO:0000269|PubMed:22314232}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:12643545, PubMed:17081065). The palmitoylated form preferentially localizes to the perinuclear rough ER (PubMed:22314232). {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:22314232}.;SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22314232}",0.002722869,0.758027852,+,12,22,22,22,67.567,171.42,221170000,925340000,1076900000,P27824,P27824,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2
-0.178746462,2.779917717,-0.463767976,0.642840207,0.695060872,1.466944513,Cytoplasm,0.413228487,0.695060872,,2,16.1,16.1,16.1,15.747,14.27,108270000,12321000,7258100,P46779,P46779,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3
1.215211272,NaN,0.453122407,0.372171998,0.680168559,0.465125006,"SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:10358038, ECO:0000269|PubMed:11149926}. Cytoplasm, cytosol {ECO:0000269|PubMed:11149926}. Secreted, extracellular space, extracellular matrix {ECO:0000305}. Cell surface {ECO:0000269|PubMed:10358038}. Sarcoplasmic reticulum lumen {ECO:0000250|UniProtKB:P28491}. Note=Also found in cell surface (T cells), cytosol and extracellular matrix (PubMed:10358038). Associated with the lytic granules in the cytolytic T-lymphocytes. {ECO:0000269|PubMed:10358038, ECO:0000269|PubMed:8418194}.",0.126880983,0.680168559,,4,15.3,15.3,15.3,48.141,39.749,140060000,123330000,138140000,P27797,P27797,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1
0.659084558,0.722991228,0.697595894,0.640343249,0.680003732,0.037273649,"Single-pass membrane protein {ECO:0000250|UniProtKB:P10731}. Note=Secretory granules. {ECO:0000250|UniProtKB:P10731}.;Single-pass type I membrane protein.;SUBCELLULAR LOCATION: [Isoform 1]: Membrane;SUBCELLULAR LOCATION: [Isoform 2]: Membrane;SUBCELLULAR LOCATION: [Isoform 3]: Secreted. Note=Secreted from secretory granules.;SUBCELLULAR LOCATION: [Isoform 4]: Secreted. Note=Secreted from secretory granules.;SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:P10731}",4.53E-05,0.680003732,+,21,25.8,25.8,25.8,108.33,168.54,195810000,1675100000,1670000000,P19021,P19021,Peptidyl-glycine alpha-amidating monooxygenase;Peptidylglycine alpha-hydroxylating monooxygenase;Peptidyl-alpha-hydroxyglycine alpha-amidating lyase,PAM,sp|P19021|AMD_HUMAN Peptidyl-glycine alpha-amidating monooxygenase OS=Homo sapiens OX=9606 GN=PAM PE=1 SV=2
-1.965507269,NaN,2.244186878,1.740711689,0.673130433,2.29895161,SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.,0.662444162,0.673130433,,3,9,9,9,47.628,19.218,7403500,21656000,151590000,Q8NBS9,Q8NBS9,Thioredoxin domain-containing protein 5,TXNDC5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2
0.636391521,NaN,0.702391565,0.633105636,0.65729624,0.03908824,Single-pass type I membrane protein {ECO:0000255}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:15838507},0.001176743,0.65729624,+,12,4.6,4.6,4.6,351.15,110.4,116680000,108990000,115400000,Q5SZK8,Q5SZK8,FRAS1-related extracellular matrix protein 2,FREM2,sp|Q5SZK8|FREM2_HUMAN FRAS1-related extracellular matrix protein 2 OS=Homo sapiens OX=9606 GN=FREM2 PE=1 SV=2
3.704027891,2.573209286,-0.9431113,-2.713875771,0.655062526,2.993291478,Cytoplasm,0.691208922,0.655062526,,5,29.8,29.8,29.8,16.273,52.753,1141400000,52822000,9794000,P62263,P62263,40S ribosomal protein S14,RPS14,sp|P62263|RS14_HUMAN 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3
-0.169283748,1.888701677,NaN,0.217602924,0.645673618,1.093736436,"SUBCELLULAR LOCATION: Nucleus, nucleoplasm.",0.414088476,0.645673618,,2,7,7,7,45.671,28.863,11736000,7584700,7696300,P52597,P52597,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3
0.658947885,0.667675912,0.596171916,NaN,0.640931904,0.039008167,SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Cytoplasmic vesicle {ECO:0000269|PubMed:16959614}. Note=Cytoplasmic in some cancer cells.,0.001232431,0.640931904,+,5,22.9,22.9,22.9,24.68,32.286,16542000,84541000,78947000,Q92520,Q92520,Protein FAM3C,FAM3C,sp|Q92520|FAM3C_HUMAN Protein FAM3C OS=Homo sapiens OX=9606 GN=FAM3C PE=1 SV=1
0.722253382,NaN,0.493032426,0.639510095,0.618265301,0.116077852,"SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000305|PubMed:12475965}. Sarcoplasmic reticulum lumen {ECO:0000250|UniProtKB:P41148}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}.",0.011546615,0.618265301,+,10,15.3,13.8,13.8,92.468,173.25,219060000,244610000,289230000,P14625,P14625,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
2.045669794,3.565468311,-2.368849039,-0.86917448,0.593278646,2.699155487,"Cytoplasmic side {ECO:0000250|UniProtKB:Q61233}. Note=Relocalizes to the immunological synapse between peripheral blood T-lymphocytes and antibody-presenting cells in response to costimulation through TCR/CD3 and CD2 or CD28 (PubMed:17294403). Associated with the actin cytoskeleton at membrane ruffles. Relocalizes to actin-rich cell projections upon serine phosphorylation (PubMed:16636079). {ECO:0000250|UniProtKB:Q61233, ECO:0000269|PubMed:16636079, ECO:0000269|PubMed:17294403}.;Peripheral membrane protein {ECO:0000250|UniProtKB:Q61233};SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16636079}. Cell junction {ECO:0000269|PubMed:17294403}. Cell projection {ECO:0000269|PubMed:16636079}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q61233, ECO:0000269|PubMed:16636079}",0.689965077,0.593278646,,4,7.3,7.3,7.3,70.288,26.696,29339000,56486000,18030000,P13796,P13796,Plastin-2,LCP1,sp|P13796|PLSL_HUMAN Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6
1.374673367,0.442143947,0.13710998,0.401739657,0.588916738,0.541023825,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8VDD5}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q8VDD5}. Note=Colocalizes with actin filaments at lamellipodia margins and at the leading edge of migrating cells (PubMed:20052411). In retinal pigment epithelial cells, predominantly localized to stress fiber-like structures with some localization to cytoplasmic puncta (PubMed:27331610). {ECO:0000269|PubMed:20052411, ECO:0000269|PubMed:27331610}.;SUBCELLULAR LOCATION: Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Thick filaments of the myofibrils.",0.117674828,0.588916738,,9,6,6,5.5,226.53,108.1,115530000,14852000,10355000,P35579;P35749,P35579,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4
0.761164248,NaN,0.411751598,NaN,0.586457923,0.247072054,SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,0.184320443,0.586457923,,4,11.8,11.8,11.8,45.716,28.936,3494700,41147000,29811000,Q9UKZ9,Q9UKZ9,Procollagen C-endopeptidase enhancer 2,PCOLCE2,sp|Q9UKZ9|PCOC2_HUMAN Procollagen C-endopeptidase enhancer 2 OS=Homo sapiens OX=9606 GN=PCOLCE2 PE=1 SV=1
NaN,NaN,0.186880752,0.970853686,0.578867219,0.554352578,SUBCELLULAR LOCATION: Secreted.,0.378937066,0.578867219,,3,14,14,14,38.39,42.43,534240000,19112000,16286000,Q9UBP4,Q9UBP4,Dickkopf-related protein 3,DKK3,sp|Q9UBP4|DKK3_HUMAN Dickkopf-related protein 3 OS=Homo sapiens OX=9606 GN=DKK3 PE=1 SV=2
0.511608362,0.694437921,0.755314887,0.353774935,0.578784026,0.182282408,Extracellular side {ECO:0000250|UniProtKB:P06797}. Note=Localizes to the apical membrane of thyroid epithelial cells. {ECO:0000250|UniProtKB:P06797}.;Extracellular side {ECO:0000269|PubMed:11082042}. Note=Localizes to the lumen of thyroid follicles and to the apical membrane of thyroid epithelial cells. {ECO:0000269|PubMed:11082042}.;Peripheral membrane protein {ECO:0000250|UniProtKB:P06797};Peripheral membrane protein {ECO:0000269|PubMed:11082042};SUBCELLULAR LOCATION: Lysosome {ECO:0000250|UniProtKB:P06797}. Apical cell membrane {ECO:0000250|UniProtKB:P06797};SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:11082042}. Secreted {ECO:0000269|PubMed:11082042}. Apical cell membrane {ECO:0000269|PubMed:11082042};SUBCELLULAR LOCATION: Lysosome {ECO:0000305}.,0.007899399,0.578784026,+,4,12.6,12.6,12.6,37.564,40.682,13351000,90528000,100290000,P07711;Q5NE16;P43235;O60911,P07711,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL,sp|P07711|CATL1_HUMAN Cathepsin L1 OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2
-0.416731715,NaN,1.273456097,0.814509392,0.557077924,0.874006253,Peripheral membrane protein {ECO:0000269|PubMed:19588076}. Note=Present on the surface of the cells. {ECO:0000269|PubMed:19588076}.;Single-pass type II membrane protein {ECO:0000269|PubMed:9653080}.;SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:19588076};SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:19588076}. Note=Either not translocated to the plasma membrane or below detection level. {ECO:0000269|PubMed:19588076}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9653080},0.384657906,0.557077924,,2,2.2,2.2,2.2,84.621,13,86127000,5597500,12674000,Q16853;O75106,Q16853;O75106,Membrane primary amine oxidase;Retina-specific copper amine oxidase,AOC3;AOC2,sp|Q16853|AOC3_HUMAN Membrane primary amine oxidase OS=Homo sapiens OX=9606 GN=AOC3 PE=1 SV=3;sp|O75106|AOC2_HUMAN Retina-specific copper amine oxidase OS=Homo sapiens OX=9606 GN=AOC2 PE=1 SV=2
0.207877621,0.436568469,1.943658829,-0.402378291,0.546431657,0.996522761,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,0.352925842,0.546431657,,3,5.9,5.9,5.9,60.533,16.782,5066800000,261510000,1471100000,P49368,P49368,T-complex protein 1 subunit gamma,CCT3,sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4
0.562346101,NaN,0.258217365,0.78131777,0.533960412,0.26270291,"Extracellular side {ECO:0000250}.;Lipid-anchor, GPI-anchor {ECO:0000250};SUBCELLULAR LOCATION: [Secreted glypican-6]: Secreted, extracellular space {ECO:0000250}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}",0.072070748,0.533960412,,4,11.9,7.4,7.4,62.735,24.404,7943200,27608000,25374000,Q9Y625,Q9Y625,Glypican-6;Secreted glypican-6,GPC6,sp|Q9Y625|GPC6_HUMAN Glypican-6 OS=Homo sapiens OX=9606 GN=GPC6 PE=1 SV=1
0.379169583,NaN,0.63941747,0.542604685,0.520397246,0.131537517,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:28985353}. Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.02063946,0.520397246,+,3,2.7,2.7,2.7,135.6,16.628,6042700,30774000,37834000,O15072,O15072,A disintegrin and metalloproteinase with thrombospondin motifs 3,ADAMTS3,sp|O15072|ATS3_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 3 OS=Homo sapiens OX=9606 GN=ADAMTS3 PE=2 SV=4
0.194492817,1.269651294,0.310572833,0.269631654,0.511087149,0.507988937,SUBCELLULAR LOCATION: Secreted.,0.137690432,0.511087149,,2,20,20,20,11.284,14.251,751750000,12660000,11630000,P81605,P81605,Dermcidin;Survival-promoting peptide;DCD-1,DCD,sp|P81605|DCD_HUMAN Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2
1.127935648,1.004247785,0.472279817,-0.729794085,0.468667291,0.848096683,"SUBCELLULAR LOCATION: Nucleus. Nucleus speckle. Nucleus, nucleoplasm. Note=Phosphorylation on Ser-1180 by SRPK2 redistributes it from the nuclear speckles to the nucleoplasm.",0.349739501,0.468667291,,24,18.2,18.2,18.2,151.86,255.23,2924900000,773540000,660340000,Q9UKV3,Q9UKV3,Apoptotic chromatin condensation inducer in the nucleus,ACIN1,sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2
0.603993893,NaN,0.483054698,0.30427736,0.463775317,0.150785513,"SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000305|PubMed:10929008}.",0.03347638,0.463775317,+,10,25,25,25,59.425,98.004,232960000,170150000,163390000,P14314,P14314,Glucosidase 2 subunit beta,PRKCSH,sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2
0.1783714,0.735043287,NaN,0.468322635,0.460579107,0.278416719,SUBCELLULAR LOCATION: Cytoplasm.,0.103276998,0.460579107,,4,23.3,23.3,23.3,24.636,52.855,118850000,14095000,18584000,P22061,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4
NaN,-2.121778011,2.50946784,0.994000375,0.460563401,2.36125513,Single-pass type I membrane protein {ECO:0000269|PubMed:10900005}. Note=Colocalized with DPP4 in internalized cytoplasmic vesicles adjacent to the cell surface.;SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:10900005},0.767650949,0.460563401,,3,1.3,1.3,1.3,274.37,19.904,161310000,16719000,31087000,P11717,P11717,Cation-independent mannose-6-phosphate receptor,IGF2R,sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3
0.214507967,NaN,0.762136161,0.396707475,0.457783868,0.278876145,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",0.104643361,0.457783868,,17,11.4,11.4,11.4,240.85,207.2,141900000,94430000,111890000,P24821,P24821,Tenascin,TNC,sp|P24821|TENA_HUMAN Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3
NaN,NaN,-0.056206129,0.953227997,0.448510934,0.713777716,"Peripheral membrane protein. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus. Note=Translocates from the cytoplasm to the apical cell membrane in a PODXL-dependent manner. Colocalizes with CFTR at the midpiece of sperm tail (By similarity). Colocalizes with actin in microvilli-rich apical regions of the syncytiotrophoblast. Found in microvilli, ruffling membrane and filopodia of HeLa cells. Present in lipid rafts of T-cells. {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Apical cell membrane {ECO:0000250}. Endomembrane system",0.537494234,0.448510934,,2,5.9,5.9,5.9,38.868,11.157,13251000,4348300,4531000,O14745,O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4
0.554739416,-5.813114166,7.444766521,-0.395587027,0.447701186,5.443017679,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix.",0.879793066,0.447701186,,4,13.8,13.8,13.8,43.178,53.776,829880000,72735000,638180000,Q06828,Q06828,Fibromodulin,FMOD,sp|Q06828|FMOD_HUMAN Fibromodulin OS=Homo sapiens OX=9606 GN=FMOD PE=1 SV=2
-0.228603229,1.39820838,0.88807106,-0.27629292,0.445345823,0.832450697,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000303|PubMed:12962325}.,0.363072268,0.445345823,,5,19.1,19.1,19.1,28.024,32.863,430400000,13923000,13268000,P62917,P62917,60S ribosomal protein L8,RPL8,sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2
